V1,V5,V6,V8,V14,V15,V17,V18,V19,V20,V21,V22,Class
211.0,8.0,9.0,2,0,0,0,0,0,14.0,2.0,19,0
288.0,11.0,16.0,2,0,0,1,0,0,30.0,77.0,19,0
232.0,6.0,14.0,2,2,0,0,1,1,170.0,25.0,1,0
401.0,12.0,38.0,2,2,0,2,1,0,225.0,285.0,19,0
245.0,3.0,7.0,2,0,0,0,1,1,1.0,59.0,19,0
305.0,2.0,8.0,2,0,0,0,0,0,55.0,2.0,19,0
205.0,11.0,17.0,2,2,0,2,0,0,46.0,31.0,19,0
79.0,7.0,13.0,2,2,0,0,1,0,402.0,71.0,19,0
329.0,0.0,9.0,2,2,0,2,1,1,255.0,27.0,19,0
229.0,16.0,40.0,2,0,0,2,1,0,227.0,283.0,19,0
304.0,1.0,8.0,2,2,0,2,1,1,127.0,103.0,19,0
297.0,1.0,8.0,2,0,0,2,0,0,81.0,32.0,19,0
98.0,5.0,62.0,2,0,0,1,1,0,387.0,172.0,19,0
102.0,7.0,9.0,2,1,0,2,0,0,348.0,29.0,1,0
225.0,17.0,21.0,2,2,0,0,0,0,8.0,4.0,19,0
272.0,5.0,8.0,2,2,0,0,1,1,104.0,35.0,19,0
378.0,12.0,14.0,0,1,0,1,1,1,3.0,207.0,19,0
207.0,6.0,8.0,2,0,0,2,1,0,54.0,34.0,19,0
137.0,33.0,44.0,2,2,0,2,1,1,380.0,205.0,19,0
284.0,2.0,4.0,2,2,0,1,0,0,47.0,1.0,19,0
91.0,13.0,45.0,2,0,0,2,1,1,345.0,207.0,19,0
214.0,16.0,38.0,2,2,0,2,1,0,251.0,285.0,19,0
265.0,1.0,9.0,2,0,0,0,0,0,17.0,7.0,19,0
168.0,1.0,12.0,2,2,0,2,1,1,402.0,83.0,19,0
229.0,0.0,4.0,2,2,0,2,1,0,7.0,16.0,19,0
188.0,3.0,5.0,2,2,0,2,1,1,40.0,358.0,19,0
229.0,27.0,41.0,2,0,0,1,1,1,222.0,300.0,19,0
244.0,7.0,14.0,2,0,0,2,1,0,148.0,43.0,19,0
398.0,7.0,12.0,2,2,0,0,0,0,195.0,9.0,19,0
265.0,5.0,9.0,2,0,0,1,0,0,15.0,26.0,19,0
380.0,1.0,7.0,2,0,0,1,1,0,116.0,176.0,19,0
239.0,1.0,10.0,2,1,0,0,0,0,1.0,6.0,19,0
79.0,19.0,71.0,2,2,0,1,1,0,395.0,170.0,19,0
251.0,5.0,8.0,2,0,0,2,1,1,31.0,21.0,19,0
293.0,3.0,13.0,2,2,0,2,0,0,170.0,19.0,19,0
220.0,1.0,4.0,2,2,0,2,0,0,53.0,31.0,19,0
89.0,4.0,6.0,2,0,0,2,0,0,358.0,68.0,19,0
63.0,10.0,24.0,2,0,0,2,1,0,395.0,31.0,19,0
273.0,7.0,8.0,2,0,0,2,1,0,128.0,51.0,19,0
239.0,4.0,61.0,2,1,0,1,1,0,1.0,174.0,19,0
228.0,15.0,22.0,2,0,0,1,1,0,17.0,183.0,19,0
274.0,1.0,8.0,2,0,0,2,0,0,9.0,27.0,19,0
238.0,1.0,5.0,2,2,0,1,1,0,295.0,379.0,19,0
76.0,14.0,30.0,2,2,0,1,1,0,386.0,171.0,19,0
258.0,25.0,44.0,2,0,0,2,1,0,210.0,283.0,19,0
409.0,12.0,23.0,0,1,0,0,1,1,40.0,96.0,19,0
208.0,7.0,9.0,2,2,0,2,0,0,37.0,441.0,19,0
76.0,14.0,15.0,2,1,0,2,0,0,337.0,44.0,19,0
230.0,6.0,14.0,2,2,0,2,0,0,6.0,30.0,19,0
211.0,5.0,8.0,2,2,0,2,1,0,267.0,50.0,19,0
269.0,16.0,30.0,2,0,0,1,1,1,53.0,333.0,19,0
92.0,9.0,26.0,2,0,0,2,1,0,402.0,39.0,19,0
367.0,25.0,42.0,2,2,0,2,1,1,250.0,212.0,19,0
162.0,12.0,14.0,2,0,0,0,1,1,258.0,62.0,19,0
96.0,23.0,41.0,2,0,0,1,1,1,347.0,339.0,13,0
101.0,5.0,8.0,2,2,0,1,0,0,353.0,183.0,19,0
180.0,2.0,9.0,2,0,0,2,1,1,242.0,13.0,19,0
269.0,3.0,7.0,2,2,0,1,1,1,74.0,238.0,19,0
232.0,1.0,21.0,2,2,0,2,1,1,50.0,114.0,19,0
133.0,9.0,38.0,2,0,0,1,0,0,299.0,4.0,19,0
136.0,3.0,8.0,2,2,0,2,1,0,390.0,36.0,19,0
92.0,0.0,6.0,2,2,0,2,1,0,342.0,8.0,19,0
76.0,13.0,21.0,2,2,0,2,1,1,350.0,6.0,19,0
101.0,10.0,15.0,2,2,0,2,0,0,357.0,45.0,19,0
238.0,1.0,5.0,2,2,0,1,0,0,292.0,356.0,19,0
275.0,12.0,15.0,2,0,0,1,0,0,171.0,46.0,19,0
94.0,3.0,5.0,2,2,0,0,0,0,382.0,67.0,19,0
243.0,1.0,5.0,2,2,0,0,1,1,9.0,46.0,19,0
293.0,0.0,4.0,2,0,0,2,0,0,38.0,42.0,19,0
98.0,18.0,24.0,2,0,0,2,0,0,398.0,92.0,19,0
97.0,22.0,27.0,2,2,0,2,1,1,350.0,30.0,19,0
229.0,11.0,15.0,2,2,0,2,1,0,7.0,64.0,19,0
276.0,15.0,41.0,2,0,0,2,1,1,135.0,207.0,19,0
234.0,2.0,4.0,2,2,0,0,0,0,36.0,2.0,19,0
193.0,0.0,9.0,2,0,0,1,1,0,39.0,257.0,19,0
101.0,5.0,14.0,2,0,0,1,1,0,369.0,294.0,19,0
82.0,7.0,10.0,2,0,0,2,1,0,365.0,5.0,19,0
282.0,6.0,10.0,2,0,0,2,1,0,194.0,43.0,19,0
293.0,2.0,13.0,2,2,0,2,0,0,172.0,25.0,19,0
123.0,3.0,70.0,2,2,0,1,1,0,375.0,171.0,19,0
303.0,8.0,11.0,2,2,0,1,1,0,5.0,182.0,19,0
232.0,3.0,8.0,2,2,0,1,1,0,48.0,178.0,19,0
282.0,8.0,13.0,2,0,0,0,1,1,194.0,40.0,19,0
245.0,5.0,15.0,2,0,0,2,1,0,13.0,64.0,19,0
91.0,5.0,11.0,2,0,0,2,0,0,355.0,7.0,19,0
130.0,1.0,23.0,2,2,0,2,1,0,402.0,17.0,19,0
289.0,0.0,8.0,2,0,0,1,0,0,16.0,282.0,19,0
228.0,10.0,21.0,2,0,0,1,0,0,1.0,8.0,19,0
102.0,1.0,10.0,2,1,0,1,0,0,348.0,81.0,19,1
103.0,5.0,8.0,2,2,0,1,0,0,327.0,7.0,19,1
170.0,0.0,8.0,2,2,0,1,1,0,48.0,297.0,19,1
180.0,2.0,5.0,2,0,0,2,1,1,236.0,59.0,19,1
180.0,4.0,8.0,2,0,0,1,0,0,236.0,7.0,19,1
185.0,4.0,17.0,2,2,0,1,0,0,56.0,58.0,19,1
186.0,21.0,25.0,2,2,0,2,1,1,388.0,160.0,19,1
194.0,1.0,9.0,2,2,0,1,1,1,69.0,498.0,19,1
194.0,0.0,9.0,2,2,0,1,1,1,45.0,498.0,19,1
197.0,8.0,17.0,2,2,0,1,0,0,27.0,58.0,19,1
198.0,5.0,8.0,2,0,0,2,0,0,149.0,25.0,19,1
203.0,1.0,9.0,2,2,0,2,0,0,39.0,8.0,19,1
203.0,4.0,9.0,2,0,0,1,1,1,39.0,498.0,19,1
204.0,15.0,17.0,2,2,0,1,0,0,58.0,58.0,19,1
205.0,10.0,15.0,2,2,0,1,1,0,12.0,514.0,19,1
205.0,14.0,17.0,2,2,0,1,0,0,12.0,58.0,19,1
207.0,1.0,4.0,2,2,0,2,1,1,30.0,1.0,19,1
211.0,2.0,17.0,2,0,0,2,1,1,55.0,2.0,19,1
211.0,3.0,17.0,2,0,0,2,1,1,55.0,2.0,19,1
213.0,0.0,17.0,2,2,0,2,1,1,40.0,2.0,19,1
214.0,7.0,17.0,2,0,0,1,0,0,28.0,58.0,19,1
215.0,2.0,8.0,2,0,0,1,1,0,15.0,297.0,19,1
215.0,7.0,9.0,2,0,0,1,0,0,36.0,227.0,19,1
215.0,0.0,4.0,2,0,0,2,1,1,57.0,2.0,19,1
220.0,5.0,17.0,2,2,0,1,0,0,15.0,58.0,19,1
221.0,0.0,9.0,2,2,0,2,0,0,22.0,8.0,19,1
226.0,4.0,9.0,2,0,0,2,1,1,58.0,3.0,19,1
227.0,0.0,8.0,2,2,0,2,1,0,188.0,46.0,19,1
228.0,5.0,9.0,2,2,0,2,0,0,36.0,47.0,19,1
228.0,3.0,8.0,2,0,0,2,1,0,206.0,46.0,19,1
232.0,2.0,8.0,2,0,0,2,1,0,18.0,46.0,19,1
235.0,5.0,9.0,2,2,0,2,0,0,35.0,7.0,19,1
235.0,3.0,9.0,2,2,0,2,1,1,39.0,3.0,19,1
237.0,1.0,4.0,2,0,0,2,1,1,9.0,2.0,19,1
237.0,2.0,9.0,2,0,0,2,1,1,13.0,3.0,19,1
238.0,1.0,5.0,2,2,0,2,1,1,290.0,59.0,19,1
238.0,3.0,13.0,2,2,0,2,1,0,290.0,139.0,19,1
238.0,3.0,8.0,2,2,0,1,0,0,290.0,7.0,19,1
239.0,10.0,13.0,2,2,0,1,1,1,16.0,478.0,19,1
240.0,1.0,8.0,2,2,0,2,0,0,39.0,25.0,19,1
240.0,4.0,8.0,2,2,0,1,1,0,39.0,297.0,19,1
241.0,2.0,9.0,2,2,0,2,0,0,32.0,8.0,19,1
243.0,0.0,13.0,2,2,0,2,1,0,3.0,139.0,19,1
243.0,0.0,13.0,2,2,0,2,1,0,3.0,9.0,19,1
243.0,0.0,25.0,2,2,0,2,1,1,3.0,7.0,19,1
243.0,0.0,25.0,2,2,0,0,0,0,3.0,6.0,19,1
243.0,0.0,41.0,2,2,0,2,1,1,3.0,9.0,19,1
243.0,0.0,8.0,2,2,0,1,0,0,3.0,7.0,19,1
246.0,0.0,17.0,2,2,0,1,0,0,4.0,58.0,19,1
247.0,5.0,9.0,2,2,0,1,1,1,41.0,498.0,19,1
248.0,13.0,17.0,2,0,0,1,0,0,22.0,58.0,19,1
250.0,11.0,17.0,2,2,0,1,0,0,37.0,58.0,19,1
251.0,12.0,17.0,2,0,0,1,0,0,15.0,58.0,19,1
256.0,1.0,13.0,2,0,0,1,1,1,55.0,478.0,19,1
259.0,6.0,9.0,2,2,0,1,1,1,55.0,498.0,19,1
261.0,0.0,4.0,2,0,0,2,1,1,8.0,1.0,19,1
262.0,6.0,17.0,2,0,0,1,0,0,61.0,58.0,19,1
263.0,3.0,44.0,2,0,0,1,1,1,218.0,298.0,19,1
265.0,1.0,17.0,2,2,0,2,1,1,6.0,2.0,19,1
267.0,2.0,17.0,2,2,0,1,0,0,31.0,58.0,19,1
267.0,1.0,9.0,2,0,0,2,1,1,3.0,3.0,19,1
268.0,1.0,8.0,2,0,0,1,1,0,19.0,297.0,19,1
269.0,1.0,9.0,2,2,0,2,0,0,21.0,1.0,19,1
270.0,1.0,8.0,2,1,0,2,1,0,206.0,46.0,19,1
273.0,3.0,9.0,2,0,0,1,1,1,70.0,498.0,19,1
275.0,5.0,10.0,2,0,0,1,0,0,287.0,81.0,19,1
280.0,3.0,8.0,2,0,0,1,1,0,65.0,297.0,19,1
281.0,0.0,9.0,2,0,0,2,0,0,31.0,1.0,19,1
285.0,1.0,17.0,2,2,0,1,0,0,54.0,58.0,19,1
286.0,5.0,8.0,2,2,0,1,1,0,65.0,297.0,19,1
289.0,2.0,17.0,2,2,0,2,1,1,57.0,2.0,19,1
289.0,2.0,16.0,2,2,0,2,0,0,135.0,25.0,19,1
290.0,0.0,9.0,2,0,0,2,1,1,43.0,3.0,19,1
291.0,2.0,9.0,2,2,0,1,1,1,70.0,498.0,19,1
291.0,10.0,17.0,2,2,0,1,0,0,60.0,58.0,19,1
295.0,4.0,10.0,2,0,0,1,0,0,4.0,81.0,19,1
299.0,7.0,10.0,2,0,0,1,0,0,181.0,81.0,19,1
303.0,1.0,4.0,2,2,0,2,1,1,51.0,1.0,19,1
304.0,0.0,16.0,2,0,0,0,0,0,46.0,26.0,19,1
304.0,3.0,17.0,2,0,0,1,0,0,46.0,58.0,19,1
312.0,2.0,10.0,2,2,0,1,0,0,241.0,81.0,19,1
316.0,9.0,17.0,2,0,0,1,0,0,19.0,58.0,19,1
318.0,6.0,8.0,2,2,0,2,0,0,133.0,25.0,19,1
326.0,3.0,15.0,2,2,0,2,0,0,109.0,25.0,19,1
337.0,0.0,8.0,2,2,0,2,1,0,219.0,46.0,19,1
340.0,0.0,7.0,2,0,0,0,1,1,159.0,56.0,19,1
343.0,6.0,9.0,2,2,0,2,0,0,48.0,47.0,19,1
363.0,0.0,7.0,2,2,0,2,1,0,232.0,46.0,19,1
376.0,1.0,7.0,2,0,0,2,1,0,256.0,46.0,19,1
398.0,2.0,10.0,2,2,0,2,0,0,188.0,34.0,19,1
404.0,0.0,7.0,2,0,0,2,1,0,256.0,46.0,19,1
499.0,0.0,5.0,0,1,0,2,1,1,1.0,7.0,19,1
512.0,0.0,10.0,2,2,0,1,0,0,199.0,81.0,19,1
525.0,0.0,6.0,0,1,0,2,1,1,14.0,59.0,19,1
63.0,2.0,13.0,2,0,0,2,1,0,393.0,139.0,19,1
63.0,2.0,25.0,2,0,0,2,1,1,393.0,7.0,19,1
63.0,2.0,8.0,2,0,0,1,0,0,393.0,7.0,19,1
698.0,4.0,6.0,0,1,0,2,1,1,2.0,321.0,19,1
712.0,4.0,9.0,0,1,0,1,1,0,28.0,105.0,19,1
785.0,0.0,5.0,0,1,0,1,1,0,10.0,253.0,19,1
789.0,0.0,13.0,0,1,0,1,1,1,53.0,478.0,19,1
792.0,20.0,25.0,0,1,0,2,1,1,43.0,160.0,19,1
800.0,0.0,25.0,0,1,0,2,1,1,31.0,160.0,19,1
85.0,19.0,25.0,2,2,0,2,1,1,380.0,160.0,19,1
88.0,3.0,10.0,2,2,0,1,0,0,345.0,81.0,19,1
91.0,1.0,13.0,2,0,0,2,1,0,346.0,139.0,19,1
91.0,1.0,13.0,2,0,0,2,1,0,346.0,9.0,19,1
91.0,1.0,25.0,2,0,0,2,1,1,346.0,7.0,19,1
91.0,1.0,8.0,2,0,0,1,0,0,346.0,7.0,19,1
94.0,22.0,25.0,2,0,0,2,1,1,381.0,160.0,19,1
97.0,6.0,10.0,2,2,0,1,0,0,381.0,81.0,19,1
98.0,0.0,13.0,2,0,0,2,0,0,391.0,29.0,1,1
101.0,1.0,12.0,2,2,0,1,0,0,351.0,290.0,19,1
101.0,2.0,21.0,2,2,0,2,1,0,351.0,147.0,19,1
101.0,9.0,26.0,2,2,0,1,0,0,351.0,31.0,19,1
101.0,0.0,12.0,2,0,0,0,0,0,381.0,31.0,19,1
101.0,3.0,10.0,2,0,0,2,1,0,381.0,147.0,19,1
101.0,7.0,11.0,2,0,0,1,1,1,381.0,219.0,19,1
101.0,7.0,18.0,2,0,0,1,1,0,381.0,338.0,19,1
103.0,4.0,12.0,2,2,0,0,0,0,328.0,31.0,19,1
103.0,8.0,26.0,2,2,0,1,0,0,328.0,31.0,19,1
103.0,9.0,11.0,2,2,0,1,0,0,328.0,15.0,19,1
110.0,11.0,26.0,2,2,0,1,0,0,359.0,31.0,19,1
130.0,7.0,26.0,2,2,0,1,0,0,305.0,31.0,19,1
167.0,2.0,7.0,2,0,0,2,1,1,60.0,61.0,19,1
176.0,1.0,5.0,2,0,0,2,1,1,38.0,2.0,19,1
177.0,0.0,8.0,2,2,0,2,0,0,23.0,1.0,19,1
178.0,0.0,4.0,2,2,0,2,0,0,12.0,2.0,19,1
178.0,10.0,17.0,2,2,0,1,0,0,12.0,228.0,19,1
180.0,1.0,26.0,2,0,0,1,0,0,237.0,31.0,19,1
180.0,5.0,11.0,2,0,0,1,1,1,237.0,219.0,19,1
180.0,5.0,18.0,2,0,0,1,1,0,237.0,338.0,19,1
182.0,1.0,8.0,2,0,0,2,1,0,2.0,5.0,19,1
182.0,3.0,8.0,2,0,0,0,1,1,2.0,6.0,19,1
182.0,4.0,15.0,2,0,0,2,1,0,2.0,40.0,19,1
185.0,0.0,28.0,2,2,0,2,0,0,131.0,26.0,19,1
186.0,1.0,8.0,2,2,0,2,0,0,25.0,1.0,19,1
186.0,28.0,31.0,2,2,0,0,1,1,25.0,6.0,19,1
188.0,5.0,17.0,2,2,0,0,0,0,62.0,27.0,19,1
192.0,18.0,31.0,2,0,0,0,1,1,46.0,6.0,19,1
192.0,2.0,4.0,2,0,0,1,1,0,32.0,492.0,19,1
193.0,12.0,17.0,2,0,0,0,0,0,26.0,27.0,19,1
193.0,2.0,10.0,2,0,0,0,0,0,26.0,35.0,19,1
194.0,5.0,10.0,2,2,0,0,0,0,39.0,35.0,19,1
194.0,4.0,16.0,2,2,0,0,1,1,46.0,6.0,19,1
196.0,0.0,4.0,2,0,0,0,1,1,96.0,6.0,19,1
197.0,8.0,10.0,2,2,0,0,0,0,9.0,35.0,19,1
198.0,13.0,31.0,2,0,0,0,1,1,82.0,6.0,19,1
199.0,5.0,17.0,2,2,0,1,0,0,14.0,228.0,19,1
199.0,6.0,10.0,2,2,0,0,0,0,14.0,35.0,19,1
199.0,2.0,5.0,2,0,0,0,0,0,55.0,11.0,19,1
199.0,5.0,31.0,2,0,0,0,1,1,2.0,6.0,19,1
200.0,0.0,17.0,2,2,0,1,0,0,31.0,228.0,19,1
202.0,7.0,31.0,2,2,0,0,1,1,17.0,6.0,19,1
206.0,1.0,4.0,2,1,0,2,0,0,32.0,15.0,19,1
206.0,3.0,5.0,2,1,0,2,1,1,32.0,2.0,19,1
207.0,3.0,17.0,2,0,0,1,0,0,49.0,228.0,19,1
208.0,1.0,16.0,2,2,0,0,1,1,78.0,6.0,19,1
208.0,7.0,10.0,2,2,0,0,0,0,34.0,35.0,19,1
208.0,7.0,13.0,2,0,0,1,1,0,2.0,515.0,19,1
209.0,1.0,31.0,2,0,0,0,1,1,79.0,6.0,19,1
210.0,5.0,8.0,2,0,0,2,0,0,82.0,26.0,19,1
211.0,13.0,17.0,2,0,0,1,0,0,26.0,228.0,19,1
212.0,1.0,8.0,2,2,0,2,1,0,92.0,40.0,19,1
212.0,20.0,31.0,2,0,0,0,1,1,91.0,6.0,19,1
214.0,13.0,16.0,2,0,0,0,1,1,70.0,6.0,19,1
214.0,0.0,4.0,2,0,0,0,0,0,29.0,35.0,19,1
215.0,9.0,31.0,2,2,0,0,1,1,44.0,6.0,19,1
215.0,4.0,17.0,2,0,0,0,0,0,37.0,27.0,19,1
216.0,10.0,31.0,2,0,0,0,1,1,75.0,6.0,19,1
217.0,4.0,8.0,2,2,0,2,1,0,27.0,5.0,19,1
217.0,0.0,31.0,2,0,0,0,1,1,83.0,6.0,19,1
220.0,3.0,21.0,2,2,0,2,1,1,76.0,38.0,19,1
220.0,4.0,12.0,2,2,0,1,0,0,76.0,290.0,19,1
222.0,4.0,31.0,2,0,0,0,1,1,45.0,6.0,19,1
224.0,3.0,8.0,2,2,0,2,0,0,36.0,39.0,19,1
224.0,5.0,32.0,2,0,0,0,1,0,87.0,27.0,19,1
224.0,4.0,32.0,2,0,0,0,1,0,27.0,27.0,19,1
225.0,1.0,10.0,2,2,0,2,0,0,1.0,3.0,19,1
225.0,3.0,18.0,2,2,0,1,1,0,1.0,338.0,19,1
226.0,1.0,17.0,2,2,0,0,0,0,32.0,27.0,19,1
226.0,6.0,8.0,2,2,0,2,0,0,21.0,1.0,19,1
227.0,11.0,17.0,2,0,0,1,0,0,4.0,228.0,19,1
228.0,2.0,5.0,2,2,0,2,1,1,37.0,2.0,19,1
229.0,0.0,4.0,2,2,0,2,1,1,6.0,22.0,19,1
229.0,21.0,30.0,2,0,0,1,0,0,221.0,356.0,19,1
230.0,7.0,17.0,2,0,0,1,0,0,5.0,228.0,19,1
232.0,13.0,17.0,2,0,0,0,0,0,77.0,27.0,19,1
232.0,1.0,4.0,2,0,0,2,0,0,19.0,48.0,19,1
233.0,2.0,4.0,2,2,0,0,1,1,91.0,6.0,19,1
233.0,9.0,16.0,2,2,0,0,1,1,68.0,6.0,19,1
233.0,8.0,16.0,2,0,0,0,1,1,87.0,6.0,19,1
234.0,8.0,31.0,2,2,0,0,1,1,32.0,6.0,19,1
235.0,3.0,10.0,2,2,0,0,0,0,50.0,35.0,19,1
235.0,4.0,8.0,2,0,0,0,1,1,64.0,6.0,19,1
236.0,3.0,8.0,2,0,0,0,1,1,8.0,57.0,19,1
237.0,0.0,10.0,2,2,0,0,0,0,58.0,35.0,19,1
237.0,0.0,8.0,2,0,0,1,1,0,134.0,30.0,19,1
238.0,2.0,11.0,2,2,0,1,0,0,291.0,15.0,19,1
238.0,2.0,5.0,2,2,0,2,1,0,291.0,25.0,19,1
238.0,3.0,11.0,2,2,0,1,1,1,291.0,219.0,19,1
238.0,3.0,26.0,2,2,0,1,0,0,291.0,31.0,19,1
238.0,4.0,6.0,2,2,0,2,1,1,291.0,1.0,19,1
239.0,21.0,31.0,2,2,0,0,1,1,67.0,6.0,19,1
239.0,7.0,17.0,2,2,0,0,0,0,26.0,27.0,19,1
240.0,1.0,4.0,2,2,0,2,1,1,63.0,2.0,19,1
240.0,1.0,32.0,2,2,0,0,1,0,17.0,27.0,19,1
240.0,2.0,8.0,2,2,0,2,1,0,17.0,5.0,19,1
240.0,1.0,10.0,2,2,0,0,0,0,20.0,35.0,19,1
240.0,4.0,9.0,2,2,0,2,0,0,20.0,2.0,19,1
240.0,6.0,17.0,2,2,0,0,0,0,20.0,27.0,19,1
240.0,28.0,31.0,2,0,0,0,1,1,46.0,6.0,19,1
241.0,3.0,8.0,2,2,0,2,1,0,37.0,5.0,19,1
242.0,19.0,31.0,2,2,0,0,1,1,86.0,6.0,19,1
243.0,0.0,11.0,2,2,0,1,1,1,4.0,219.0,19,1
243.0,0.0,11.0,2,2,0,1,0,0,4.0,15.0,19,1
243.0,0.0,13.0,2,2,0,1,1,0,4.0,356.0,19,1
243.0,0.0,22.0,2,2,0,1,0,0,4.0,44.0,19,1
243.0,0.0,26.0,2,2,0,1,0,0,4.0,31.0,19,1
243.0,0.0,6.0,2,2,0,2,1,1,4.0,1.0,19,1
243.0,0.0,7.0,2,2,0,0,0,0,4.0,35.0,19,1
243.0,1.0,17.0,2,2,0,1,0,0,30.0,228.0,19,1
243.0,1.0,5.0,2,2,0,1,1,0,4.0,177.0,19,1
244.0,15.0,17.0,2,0,0,1,0,0,33.0,228.0,19,1
244.0,4.0,10.0,2,0,0,0,0,0,33.0,35.0,19,1
245.0,0.0,8.0,2,2,0,0,1,0,55.0,2.0,19,1
246.0,1.0,11.0,2,2,0,1,0,0,1.0,15.0,19,1
246.0,1.0,7.0,2,2,0,0,0,0,1.0,35.0,19,1
246.0,3.0,6.0,2,2,0,2,1,1,1.0,1.0,19,1
246.0,7.0,15.0,2,2,0,2,1,0,5.0,40.0,19,1
246.0,8.0,17.0,2,2,0,0,0,0,5.0,27.0,19,1
247.0,3.0,16.0,2,2,0,0,1,1,42.0,6.0,19,1
248.0,0.0,8.0,2,0,0,0,1,1,23.0,6.0,19,1
249.0,2.0,5.0,2,0,0,2,1,0,1.0,10.0,19,1
249.0,8.0,10.0,2,0,0,2,1,0,1.0,147.0,19,1
250.0,0.0,4.0,2,2,0,2,1,1,15.0,2.0,19,1
250.0,7.0,16.0,2,2,0,0,1,1,38.0,6.0,19,1
251.0,1.0,7.0,2,0,0,2,1,1,32.0,61.0,19,1
251.0,16.0,31.0,2,0,0,0,1,1,58.0,6.0,19,1
252.0,8.0,20.0,2,2,0,1,0,0,208.0,306.0,19,1
252.0,14.0,17.0,2,0,0,1,0,0,36.0,228.0,19,1
254.0,2.0,16.0,2,0,0,0,1,1,59.0,6.0,19,1
254.0,2.0,4.0,2,0,0,0,0,0,59.0,35.0,19,1
254.0,5.0,9.0,2,0,0,0,1,0,27.0,11.0,19,1
256.0,9.0,20.0,2,2,0,1,0,0,163.0,306.0,19,1
256.0,29.0,31.0,2,2,0,0,0,0,6.0,27.0,19,1
256.0,2.0,4.0,2,0,0,0,1,1,37.0,24.0,19,1
258.0,2.0,17.0,2,2,0,1,0,0,43.0,228.0,19,1
259.0,12.0,17.0,2,0,0,1,0,0,36.0,228.0,19,1
259.0,0.0,21.0,2,0,0,2,1,0,1.0,147.0,19,1
259.0,0.0,21.0,2,0,0,2,1,1,1.0,38.0,19,1
259.0,1.0,4.0,2,0,0,2,0,0,1.0,2.0,19,1
260.0,1.0,4.0,2,2,0,0,0,0,49.0,35.0,19,1
260.0,24.0,31.0,2,0,0,0,1,1,71.0,6.0,19,1
260.0,0.0,4.0,2,0,0,2,0,0,24.0,1.0,19,1
260.0,12.0,16.0,2,0,0,0,1,1,24.0,6.0,19,1
260.0,4.0,17.0,2,0,0,1,0,0,24.0,228.0,19,1
260.0,1.0,15.0,2,1,0,2,1,0,67.0,40.0,19,1
261.0,22.0,31.0,2,2,0,0,1,1,82.0,6.0,19,1
261.0,1.0,4.0,2,2,0,0,1,1,76.0,6.0,19,1
261.0,2.0,4.0,2,0,0,2,0,0,53.0,1.0,19,1
261.0,5.0,15.0,2,0,0,2,1,0,163.0,40.0,19,1
262.0,17.0,31.0,2,2,0,0,1,1,50.0,6.0,19,1
262.0,8.0,17.0,2,0,0,1,0,0,62.0,228.0,19,1
262.0,2.0,5.0,2,0,0,1,1,0,14.0,177.0,19,1
263.0,7.0,20.0,2,2,0,1,0,0,218.0,306.0,19,1
264.0,1.0,8.0,2,2,0,1,1,1,10.0,331.0,19,1
265.0,5.0,8.0,2,0,0,0,1,1,16.0,6.0,19,1
268.0,2.0,32.0,2,2,0,0,1,0,34.0,27.0,19,1
268.0,4.0,8.0,2,2,0,2,0,0,34.0,39.0,19,1
268.0,0.0,32.0,2,0,0,0,1,0,52.0,27.0,19,1
268.0,2.0,8.0,2,0,0,0,1,1,43.0,6.0,19,1
268.0,6.0,32.0,2,0,0,0,1,0,43.0,27.0,19,1
268.0,11.0,31.0,2,0,0,0,1,1,94.0,6.0,19,1
269.0,5.0,7.0,2,0,0,2,1,1,51.0,61.0,19,1
270.0,11.0,16.0,2,0,0,0,1,1,79.0,6.0,19,1
270.0,2.0,17.0,2,0,0,0,0,0,18.0,27.0,19,1
271.0,3.0,31.0,2,2,0,0,1,1,90.0,6.0,19,1
273.0,0.0,8.0,2,0,0,2,1,0,162.0,40.0,19,1
275.0,0.0,16.0,2,2,0,0,1,1,53.0,6.0,19,1
275.0,1.0,21.0,2,0,0,2,1,1,288.0,38.0,19,1
275.0,2.0,12.0,2,0,0,1,0,0,288.0,290.0,19,1
276.0,0.0,5.0,2,0,0,2,1,1,31.0,2.0,19,1
277.0,12.0,31.0,2,0,0,0,1,1,17.0,6.0,19,1
277.0,27.0,31.0,2,0,0,0,1,1,66.0,6.0,19,1
278.0,2.0,4.0,2,2,0,2,1,1,69.0,2.0,19,1
280.0,0.0,17.0,2,2,0,0,0,0,4.0,27.0,19,1
280.0,3.0,32.0,2,2,0,0,1,0,4.0,27.0,19,1
280.0,25.0,31.0,2,0,0,0,1,1,66.0,6.0,19,1
281.0,6.0,16.0,2,2,0,0,1,1,35.0,6.0,19,1
281.0,0.0,15.0,2,2,0,2,1,0,12.0,40.0,19,1
282.0,14.0,17.0,2,2,0,0,0,0,24.0,27.0,19,1
285.0,1.0,4.0,2,2,0,2,0,0,55.0,1.0,19,1
285.0,1.0,8.0,2,2,0,0,1,1,55.0,6.0,19,1
285.0,1.0,9.0,2,2,0,2,0,0,55.0,2.0,19,1
286.0,15.0,31.0,2,0,0,0,1,1,65.0,6.0,19,1
288.0,9.0,17.0,2,0,0,1,0,0,29.0,228.0,19,1
290.0,1.0,4.0,2,2,0,1,1,0,64.0,492.0,19,1
290.0,3.0,17.0,2,2,0,0,0,0,64.0,27.0,19,1
